"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC100356529",18.2282758928004,3.15980710646304,0.702310223990948,4.49916147953411,6.82220227100869e-06,0.00661759096132043
"LOC100355021",1468.58993647049,8.5568522695836,1.77507046856641,4.82057046247539,1.4314828297042e-06,0.00174937291413423
"LOC100340733",126761.784186511,-6.47868666694602,1.64119745128008,-3.94753639295069,7.89595182859259e-05,0.0397861254803038
"GLS2",111.112861877416,4.46545257464553,1.14861833709274,3.88767306810372,0.000101209820587117,0.0443906273095094
"LOC100342191",627.765875415313,5.33685022534778,1.28709688930637,4.14642461627256,3.37707294830764e-05,0.0245801307472769
"LOC100357840",530.755823426065,8.36102884397744,1.51290978416008,5.5264556628003,3.26764788776439e-08,7.1659518178673e-05
"CFB",1917.07254514862,4.19875463377886,1.03868825349184,4.04236268164541,5.29153018974884e-05,0.0333615137133925
"CPNE5",31.7826406412603,-2.21397191144464,0.56027831155524,-3.95155740599528,7.76442413016139e-05,0.0397861254803038
"ENPP3",599.226749600387,4.01017214284042,1.03138717267152,3.88813459106067,0.000101017608812976,0.0443906273095094
"LOC100342719",3065.60017463251,7.55342836398992,1.29389267054527,5.83775496680628,5.29088913492911e-09,1.62440878220594e-05
"LOC100349005",6094.2043406629,4.20523671525651,1.05061191404525,4.00265469964523,6.26356857069562e-05,0.0343400146888388
"IFI44L",2172.3945664002,3.63935636833081,0.904248757361307,4.02472918951068,5.70409181082787e-05,0.0336782743800072
"LOC103350310",9557.08593797921,7.42731882213341,1.6902695588321,4.39416232950758,1.11200702122724e-05,0.00948356654603301
"LOC108177618",142.832889056616,7.83151844164896,1.58163324142213,4.95153885018706,7.36289164256587e-07,0.00102752499640935
"LOC100338830",498.791694403337,8.6250980757011,1.54883158829388,5.56877722593592,2.56533220154769e-08,6.56340243765977e-05
"LOC100339830",6669.35366687342,14.1393692700777,2.02051636392479,6.99789891461824,2.59829438362622e-12,3.98864170830461e-08
"SERPINI2",642.042126550102,5.18183012662097,1.15232921124032,4.49683135346664,6.8973653430478e-06,0.00661759096132043
"HERC5",1344.42280088014,4.4494794482702,1.08638712939196,4.09566657031415,4.20955429453946e-05,0.0280960295545545
"LOC108178049",261.778129709593,4.75790317606221,1.14605860598167,4.15153566425757,3.30251787237087e-05,0.0245801307472769
"LOC100345779",5696.05049781045,4.83005883580434,1.23187932375977,3.92088635846464,8.82238635313995e-05,0.0423226415334535
"SPP1",617.067283972892,-1.69972567102715,0.381337775882169,-4.45727063649827,8.30097775720636e-06,0.00749578291475734
"IFIT2",552.533173700103,3.97731144709142,0.652628211655174,6.09429898380319,1.09918056056236e-09,5.62450692839759e-06
"IFIT3",9274.46615468033,4.54478359404134,1.09863731565897,4.13674606648085,3.52265569956415e-05,0.0245801307472769
"LOC103351717",268.88075513675,8.15295590115474,1.57532344002073,5.17541712008515,2.27402360677845e-07,0.000387872626529512
"CMPK2",1654.62374137186,6.44658191522328,1.20446198953607,5.35225019239199,8.68671783441869e-08,0.000166687256845202
"RSAD2",4195.46732287038,8.19416418971629,1.28087088721585,6.39733814820902,1.58108928186826e-10,1.21356507829798e-06
"LOC100339353",4684.47524378707,7.88812362446085,1.58575744554968,4.97435698416445,6.54645734047861e-07,0.00100494666633687
"LOC100339606",5650.2767615684,10.7592004688436,2.23511100847435,4.81372085236505,1.48145709619861e-06,0.00174937291413423
"LOC100356242",9106.32561421082,4.73234687220529,1.2143231111987,3.89710681495127,9.73486900708909e-05,0.0443906273095094
"LOC100344955",2289.49193965699,5.80170077747434,1.23034590552563,4.71550378752691,2.41113407946283e-06,0.00264380851813099
"USP18",3992.2451834855,4.83692937108663,1.2265979429811,3.94336987010678,8.03445957846015e-05,0.0397861254803038
"TNFRSF12A",295.021756694436,-2.54147375048304,0.629674819626337,-4.03616862429278,5.43311733981378e-05,0.0333615137133925
