"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IL1R2",749.100754267767,4.08898780157069,0.961585291728846,4.25234021021583,2.11548154719329e-05,0.0384759082733411
"CD163",399.63379296853,5.44557322817734,1.31332143696618,4.14641311327166,3.37724253213485e-05,0.044663427237127
"CD5L",59.7515425473972,4.41596494268919,1.03354973343425,4.27261969099055,1.93189793823035e-05,0.0384759082733411
"LOC100343913",150.448268636366,3.80166616440466,0.918944669420242,4.1369913672856,3.51889342874894e-05,0.044663427237127
"KCNK1",57.8623495826166,4.22124043403706,0.949757218699233,4.44454682831301,8.80773228339407e-06,0.0288347539493755
"LOC100340777",120.166271331605,5.34920891537765,1.1244488228977,4.75718308067836,1.96313112926042e-06,0.010711497818288
"LOC100341035",98.7845584621885,9.78397735696485,2.33895211686318,4.18306013467533,2.87611275413494e-05,0.044663427237127
"VSIG4",336.692241479364,6.20074060443236,1.36702234878002,4.53594676778043,5.73456441482024e-06,0.0234672712265481
"LOC100346409",46.632706045473,-1.19477734090542,0.279974978766888,-4.26744327713732,1.97726024102769e-05,0.0384759082733411
"TTC9",301.796878582488,3.0953465175981,0.748543635002723,4.13515842344561,3.5470985037733e-05,0.044663427237127
"CXCL17",182.355725005752,5.91758419012383,1.15355638829846,5.12986122754909,2.89955854577963e-07,0.00474628738358668
"CYP2A11_1",291.395370201511,3.53961206502726,0.862989602096164,4.10156977144302,4.10356730309376e-05,0.0479794951316727
"LOC103345926",237.686280442704,3.70987509011224,0.869805602334313,4.26517727657305,1.997435408497e-05,0.0384759082733411
