"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","negLogPadj"
"LOC100358069",376.143594326363,-5.53353933239003,0.192731533634264,-28.7111259275855,2.77108877580422e-181,5.00236945808179e-177,176.3008242359
"RPL34",6043.62830982264,3.27695556944381,0.158719523438722,20.6462034313565,1.05599718820581e-94,9.53143062074563e-91,90.0208419090085
"LOC100352749",254.735217126347,7.97587598135104,0.469754915409031,16.9788026047714,1.17866296990278e-64,7.09240797756169e-61,60.1492062903712
"MRPL17",2194.49096269821,-1.25233386742216,0.0895216412321603,-13.9891745748319,1.81506278796489e-44,8.19137836208554e-41,40.086643013419
"C16H1orf131",520.311319972315,1.1805244920284,0.112533636307689,10.4904145174925,9.56080191460598e-26,2.87652660270779e-22,21.5411316051755
"LOC103346238",84.922878068494,-4.62370426893092,0.490322114274244,-9.42993214934788,4.10354330868243e-21,1.05824519726193e-17,16.9754136938508
"PLEKHB2",4738.12182901876,-1.11425333471161,0.120350282326071,-9.25841895154601,2.07481604388392e-20,4.68182240302406e-17,16.32958506455
"LOC108176666",8.50322429893011,6.87771953987231,0.750475503328683,9.16448239731564,4.9785316258113e-20,9.98582810101618e-17,16.0006159142896
"LOC100357076",116.722945414656,-3.36122387582219,0.400342185105766,-8.39587732912581,4.62428238465858e-17,7.58886778253243e-14,13.1198230136272
"RAD9B",63.355987754934,-2.22826738470866,0.277610890033855,-8.02658492408895,1.00223462659283e-15,1.50769495660448e-12,11.8216865179254
"LOC108176261",17.6086790805097,5.771127426122,0.769475926139844,7.50007535008075,6.37811585724402e-14,8.85674980422839e-11,10.0527256236047
"LOC103352415",31.2284419298082,-2.0206590535678,0.270488617355114,-7.47040327732148,7.99494187670078e-14,1.03089064827287e-10,9.98678740006118
"LOC100340777",22.7160958196281,4.99167528421395,0.678525275315297,7.35665341559225,1.88578126689687e-13,2.19160625871339e-10,9.65923746799239
"RIBC1",158.241762595219,-1.30709685274756,0.177771097801539,-7.35269607327728,1.94248283511047e-13,2.19160625871339e-10,9.65923746799239
"LOC100347922",277.30308782966,1.65084200726695,0.230550866381606,7.16042421863857,8.04277813432332e-13,8.54048416945909e-10,9.06851750798032
"LOC100351756",99.1481743467808,4.64834303091975,0.680152835975307,6.83426251432774,8.24279623449077e-12,8.26660875694596e-09,8.08267261622735
"LOC100358241",597.919032096335,2.8806401402094,0.423868213680933,6.79607492902924,1.07507879120116e-11,1.02143801782965e-08,7.99078798177874
"LOC103346640",209.842218617413,-1.82328267914174,0.271219122925258,-6.72254470656996,1.78577919714797e-11,1.61184430334576e-08,7.79267691132962
"SPATA9",35.240978896544,-1.61880704807918,0.243263308210438,-6.65454671313936,2.84174490634275e-11,2.44281804996663e-08,7.61210887966522
"LOC100349056",91.8315989341426,-1.50513458362492,0.227886969639754,-6.6047417542313,3.9821088628462e-11,3.26750132691362e-08,7.48578422738287
"CASP4",1010.98151778399,1.98655514970091,0.305816970278217,6.49589572447089,8.25408160270826e-11,6.4783774387865e-08,7.18853375302126
"LOC103345926",4541.32490877791,3.87131774065053,0.605886847957198,6.38950614904915,1.66422345978748e-10,1.25177341233682e-07,6.90247427709813
"LOC108176303",15.5234502071786,6.84703732369876,1.08966141740244,6.28363748073311,3.30741453962558e-10,2.29636335651234e-07,6.63895939186515
"LOC103352261",347.928686126412,1.28340631904304,0.212533811971732,6.03859831589402,1.55458697265934e-09,1.0022644296588e-06,5.99901768246973
"IRF7",4258.6295730473,3.95919514686018,0.659285447117744,6.00528217962181,1.90999426603816e-09,1.18893849967313e-06,5.92484060958936
"XAF1",853.919437719079,3.17944487424899,0.532474258506687,5.97107714308232,2.35692257449649e-09,1.37248923596164e-06,5.86249105291124
"ETV7",245.657305931861,3.18930380946016,0.542278180016521,5.88130580758937,4.07042316575551e-09,2.24664878477247e-06,5.64846481487821
"LOC100357183",234.138464835931,-2.90027741235306,0.493259093850893,-5.87982552883209,4.10699146341078e-09,2.24664878477247e-06,5.64846481487821
"XCR1",251.756873861269,1.3304742302547,0.227431818871908,5.84999160123691,4.91597834809527e-09,2.61009532764164e-06,5.58334363077946
"LOC100357024",12.9683830466046,2.61539843577234,0.448192749339864,5.83543227690434,5.36512855806992e-09,2.76718002086509e-06,5.55796258660347
"LOC100356242",2141.1152599242,3.35641598569469,0.578548966478915,5.80143804615546,6.57485894494604e-09,3.29692649094905e-06,5.48189073588114
"DDX4",7.3368663913187,-5.38857867367553,0.94045356866686,-5.72976577813842,1.00569401211907e-08,4.53869707669335e-06,5.34306880212401
"BSP1",11464.0508891595,-2.23283647758054,0.397701418011636,-5.61435382539976,1.97298131868962e-08,8.48006161071074e-06,5.07160099242554
"ETNPPL",3728.97451209661,-1.95321121361529,0.349079623607037,-5.59531717558526,2.20218800395108e-08,9.24509252263371e-06,5.03408873816969
"LOC108175700",19.0737597165044,-2.9395801601084,0.528985659867744,-5.55701294595273,2.74430413930409e-08,1.11433198851247e-05,4.9529854022509
"LOC100343655",70.3436763635031,-2.20093350339184,0.399293444397207,-5.51207021871967,3.54637370879599e-08,1.39172039546055e-05,4.8564480081923
"IFIT5",2872.13329868715,2.68214478748533,0.488301965481951,5.49279949106506,3.95611867354015e-08,1.51948626159036e-05,4.81830322223259
"LOC103345474",70.6941004730025,1.29511070530674,0.237777764569772,5.44672756786183,5.13049512749193e-08,1.92949370919759e-05,4.71455663303725
"USP18",1377.60645788079,3.44094046302845,0.633122397804231,5.43487400692532,5.48351648388589e-08,2.02017223606343e-05,4.69461160184885
"LOC100345779",2005.21240529885,3.1204378256547,0.577204870868923,5.40611831801974,6.44052598197499e-08,2.32528750053225e-05,4.6335233429136
"LOC108178133",39.9790215349237,-1.8450262228893,0.3418256047297,-5.39756588552886,6.7551071002611e-08,2.39104300733163e-05,4.62141261222432
"LOC100345136",148.713690333111,-1.67615953481464,0.313188649041483,-5.35191661621372,8.70275016134907e-08,3.02119319062833e-05,4.51982150281635
"MX1",12022.5049479738,2.88651373222516,0.548749330159913,5.26016811972051,1.43923750758318e-07,4.90209726167764e-05,4.30961807623554
"ISG15",2049.90284990187,3.66956589935666,0.698897664074709,5.25050531427216,1.51682528237292e-07,4.9784963631629e-05,4.30290180579169
"LOC100345657",3747.38111056803,2.04274098375277,0.388857536436014,5.25318604462459,1.4949039550282e-07,4.9784963631629e-05,4.30290180579169
"LOC100338913",232.43727430355,1.08121370459391,0.206098885602916,5.24609194965298,1.55359387158879e-07,5.0081208160573e-05,4.3003252027381
"LOC103346194",7.99531916140911,-2.78462697683508,0.537704842833256,-5.17872772386134,2.23404249117846e-07,6.95326466392304e-05,4.15781123963585
"LOC103345927",540.026724051646,4.08017362580887,0.789588146271339,5.16747071885086,2.37283126120752e-07,7.18728256223172e-05,4.14343528086946
"LOC100008606",2418.35811217991,3.46288051532902,0.670293938838819,5.16621188806798,2.38885970382175e-07,7.18728256223172e-05,4.14343528086946
"LOC108177008",51.8993025129251,-1.17119311750084,0.227175165346766,-5.15546281528223,2.53005247356147e-07,7.48729627093963e-05,4.12567498157899
"LOC100342826",1685.13557714959,2.75163816042991,0.534097647318329,5.15193836603796,2.57807771903274e-07,7.50636435225467e-05,4.12457035914312
"RTP4",2665.20534356605,2.0935063610937,0.410846315441866,5.09559483049551,3.47647942250125e-07,9.65498562076809e-05,4.01524836868166
"ACOD1",591.496289958687,2.66805272895708,0.524182983180969,5.08992625583948,3.58202790656486e-07,9.79738905595589e-05,4.00888964570227
"OAS2",2458.21391856008,2.23183274346704,0.447638726062816,4.9857901328087,6.17091000779581e-07,0.000163819510971662,3.78563437484233
"LOC103349154",27.1274328007961,-1.8988438370469,0.380840213524963,-4.98593312789022,6.16634714069604e-07,0.000163819510971662,3.78563437484233
"IFI44",1538.29632579007,2.7010473817663,0.542088632811205,4.98266744270028,6.27136808776329e-07,0.0001640735314787,3.78496147415653
"UBA7",2160.11406687186,2.06169223214288,0.415595354095708,4.96081636097425,7.01975324691982e-07,0.00017600081335194,3.75448532517765
"SAMD9",2658.52314578432,2.0060814080201,0.408968079431987,4.90522734881003,9.33191860229348e-07,0.000230766841929592,3.63682659326989
"LOC100351147",36.5808273318915,4.20819100070438,0.861977564765979,4.88201917627273,1.05005041865252e-06,0.000256155542669125,3.59149624246352
"P2RY6",162.823065691771,1.36890849306087,0.283746663910156,4.82440383332335,1.40422648793049e-06,0.000329209046235341,3.48252823944971
"DHRS9",386.144944308536,1.92324646528674,0.402875691512651,4.77379624982002,1.80785287774986e-06,0.000407942001864257,3.38940157725514
"CLEC4F",142.077737999398,2.3362009539075,0.49018447146663,4.76596279543004,1.87953942291902e-06,0.000418882045216471,3.37790825465555
"LOC100348543",544.265789194734,1.02215373301203,0.217630283285653,4.69674402652132,2.64341380809939e-06,0.000554871000741979,3.25580797215256
"OAS1",1084.94330794885,2.59586392716321,0.553802311215113,4.68734758702532,2.76768676734284e-06,0.000574279097977851,3.24087699043671
"DCT",9.1044143789927,4.25544787891453,0.911343087456722,4.66942465190598,3.02044453680067e-06,0.000612641177284558,3.21279381643172
"LOC100337780",15.3069083189766,-2.97412850874394,0.640823525763421,-4.64110381278656,3.46552953704756e-06,0.000695108213364252,3.15794757985794
"LOC103347188",8.81524553338735,-2.3889343405956,0.517949463187259,-4.61229233812703,3.98252343595857e-06,0.000778811403819147,3.1085676979077
"IFI44L",1735.36624249251,2.29585409014043,0.497648995251992,4.6134004329254,3.96134070023348e-06,0.000778811403819147,3.1085676979077
"IL4I1",154.786025339048,2.1488678077758,0.466145914720938,4.60986086097576,4.02938554535724e-06,0.000778811403819147,3.1085676979077
"LOC103347017",42.2148545498741,1.59646320762867,0.346946156136637,4.60147253223909,4.19514487362299e-06,0.000797165844827812,3.09845131724774
"S100A8",1398.85033413065,2.59155390090703,0.563675399232311,4.59759979668539,4.27385930067361e-06,0.000803663625997499,3.09492568749651
"LOC100009451",1434.73953873598,3.01701697469216,0.65981862364304,4.57249441980643,4.81952063168147e-06,0.000887775371868509,3.05169690708038
"LOC108176187",4.92393624914503,-3.85714175242836,0.844588565316415,-4.56688843636348,4.95017296684927e-06,0.000902631539369323,3.04448949561672
"GLDC",1520.10031516332,-1.54023349112486,0.337614090116517,-4.56211259012707,5.06414769810361e-06,0.000914179942461663,3.03896831156756
"LOC103350364",25.461984298186,1.15128910145972,0.252505796451206,4.55945612988016,5.12862688838746e-06,0.000916653193952183,3.03779494398237
"IFI35",1128.69854739794,1.57405087573541,0.345988095080548,4.54943652141837,5.37897568739008e-06,0.000946702036609074,3.02378668859813
"CCRL2",124.019762907908,1.22781874511834,0.269936190204814,4.54855180473108,5.40163470921419e-06,0.000946702036609074,3.02378668859813
"FA2H",662.347086648266,1.81087708571603,0.399002883011889,4.53850626854261,5.66541120067683e-06,0.00098338464417902,3.00727657762038
"LOC100357982",4632.76494941556,-4.37588121499918,0.96808498211627,-4.52014161549468,6.17982783951362e-06,0.00105534042960874,2.97660742391895
"EPSTI1",1594.05444305887,2.03666028047952,0.452824741972332,4.49767888479017,6.86993525549053e-06,0.00112741882938286,2.94791471616406
"LOC103345651",155.715768463441,-3.11642485493279,0.693986628901373,-4.49061224690495,7.10187364777675e-06,0.00115498218999699,2.93742471260791
"OASL",1029.00972976418,2.2119850445791,0.49303136631735,4.48649963409287,7.24028416483653e-06,0.00116655491765432,2.93309481120129
"LOC100353536",1033.54139823666,1.86094684256873,0.41506712041137,4.48348411872364,7.3434070289423e-06,0.00116655491765432,2.93309481120129
"LOC100340519",8.3070911617896,3.95013325210145,0.886898800939339,4.45387145401229,8.43356045289073e-06,0.00131220638401665,2.88199785368704
"LOC100342321",2143.47857735768,2.64524461499905,0.59368984994585,4.45560020141884,8.36588097449365e-06,0.00131220638401665,2.88199785368704
"LOC100328613",5756.53622553455,2.26742374593446,0.509296890294366,4.45206673974375,8.50477215432902e-06,0.00131220638401665,2.88199785368704
"LOC100358696",204.731815411786,1.18528667075349,0.266776038433505,4.44300274384998,8.8712034064299e-06,0.001357143761804,2.86737414522809
"HK3",758.336723292858,1.1145317499958,0.251117300582533,4.43829137781567,9.06758138285903e-06,0.00137552923633085,2.86153017441845
"LOC100356326",34.4116496209355,-1.71726920952533,0.387396948129892,-4.43284134739632,9.29993002893237e-06,0.00138745732960568,2.8577803644588
"SGCB",492.998522479907,1.16707556641517,0.263818973350246,4.42377419483686,9.6991395401727e-06,0.00143515464737047,2.84310129831612
"LOC100349037",89.0640520314073,1.15334272852245,0.26114779377097,4.41643680717421,1.00341217224416e-05,0.00147265012466274,2.83190042150569
"LOC108175715",8.63832577258319,2.99383222172021,0.681183576674288,4.39504463148812,1.10749996629926e-05,0.00161230559609953,2.79255263863441
"LOC100340255",3029.24810136325,1.5020010730416,0.342170463522269,4.38962807479101,1.13544689959493e-05,0.00162675297075298,2.78867839149102
"SAMD9L",4932.90271177028,2.31977977039754,0.528910210357266,4.38596140700438,1.15474595752236e-05,0.00164137590749556,2.78479194554328
"GPR33",32.9201788122793,2.99524010081765,0.686413511746384,4.36360888817168,1.27934216386949e-05,0.00180427224548218,2.74369793143376
"LOC100341551",21.3705670685938,1.66998366095078,0.383134213095154,4.35874323898092,1.30811476851279e-05,0.00183054944195294,2.73741853661181
"NOXRED1",12.0614946792805,2.51902450901698,0.579692108443489,4.3454524778347,1.38988861058889e-05,0.00193002070756543,2.71443803133774
"LGALS9",3077.69179711255,1.47501930877282,0.340005204525343,4.338225677551,1.43637623092314e-05,0.0019793483756202,2.70347776097596
"LOC103348287",20.35177565866,-2.45225488262248,0.566305088412528,-4.33027167298931,1.48925493705533e-05,0.00203666894876688,2.69107955784717
"LOC100348711",18.3720076293754,-2.79659516130262,0.648550620350925,-4.31206921024825,1.61733787157473e-05,0.00219520174869677,2.65852556001441
"LOC108177015",12.3132842092958,2.17910291829459,0.506648374972569,4.30101629835992,1.7001655338573e-05,0.0022904021057606,2.64008826570258
"LOC103346551",93.0193220387323,2.40988067637335,0.56229114902469,4.28582359966604,1.82063415380565e-05,0.00243403170985781,2.61367376820679
"LOC108175448",122.632741270999,-2.03452620994927,0.474887483573926,-4.28422790728819,1.83374868458156e-05,0.00243403170985781,2.61367376820679
"CKMT1B",1484.78860408537,2.54385630440197,0.594031295369698,4.28236075141259,1.8492085575625e-05,0.00243663597672396,2.61320934775771
"CAMKV",16.8492443648186,1.04491781958712,0.244368969666523,4.27598406218705,1.90294837633338e-05,0.00248927710793987,2.60392675475725
"LOC103346698",48.6825113464469,1.15059072261054,0.269620158073343,4.26745066404701,1.97719479068283e-05,0.00256779283175586,2.59044001785186
"LOC100339957",58.1132831498839,1.35979597359637,0.319892754216979,4.25078703931519,2.13020641547927e-05,0.00274674901515942,2.56118102252744
"DTX3L",2300.14046726899,1.1094155485585,0.262579761712683,4.22506114455397,2.38875910429264e-05,0.00305828931565183,2.51452143251175
"LSAMP",205.044969726892,1.05743425910093,0.251760187044137,4.20016473421014,2.66720848690802e-05,0.00337320073909692,2.47195781318732
"LOC100346096",22.0757265337684,-2.01356388232957,0.48027929647985,-4.1924852832253,2.7591498663076e-05,0.00345890092962394,2.4610618769373
"LOC100350231",160.783469077255,3.64999433181039,0.871333031121413,4.18897735015601,2.80214363172293e-05,0.00348857219585257,2.45735228488609
"LOC103346967",23.1753822133454,-3.78540505476349,0.905774796137254,-4.17919009328438,2.92549080399969e-05,0.00359258231250356,2.44459327261432
"LOC103350997",24.2189132722556,-1.16622630820496,0.278965895751533,-4.18053362782267,2.90825796821829e-05,0.00359258231250356,2.44459327261432
"STAT1",14395.0173756176,1.31348922488718,0.314680794709128,4.17403682389098,2.99249355400828e-05,0.00362553648570185,2.44062771997833
"TLR3",1877.84476623587,1.11114110016243,0.266181693049092,4.17437084960424,2.98810671883373e-05,0.00362553648570185,2.44062771997833
"LOC103352208",71.4998994006364,-2.26713348031931,0.545611077012635,-4.15521893861185,3.24976206171072e-05,0.00388507978397364,2.41060005810278
"LOC108176036",50.887150999212,-1.9741165874876,0.476568099980167,-4.14235990107133,3.43750353207352e-05,0.00408248774743364,2.38907511001565
"CHGA",2033.49935396117,5.24410654775607,1.27082198921136,4.12654690607804,3.68250920819766e-05,0.00428881653073446,2.36766253184297
"IFIT3",4394.595179713,2.59163360456704,0.628566786921417,4.12308390849013,3.73833442107733e-05,0.00432592390828769,2.36392112394025
"PARP9",2232.37748915251,1.21261621625348,0.295267442390924,4.10684024772369,4.01108439918477e-05,0.00461198060981423,2.33611252728115
"CDH16",36.5539932104057,3.42705284664068,0.835539239455419,4.10160610634437,4.102922850637e-05,0.00468771919618349,2.32903841132454
