"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","negLogPadj"
"LOC100357840",413.516377817812,8.73450614277665,0.423657776259248,20.6168908780557,1.93607555355973e-94,3.49829491772708e-90,89.4561435808658
"LOC100354724",253.62712460849,5.3264357409056,0.294507373848208,18.0859163942391,4.11470377849448e-73,3.71742912868084e-69,68.42975730238
"LOC100348543",678.133548375119,1.57659156812716,0.131479260138233,11.9911807114642,3.95230973232757e-33,2.3804761517809e-29,28.6233361650409
"LOC100357329",60.6253159010982,3.16800254578782,0.288517629562826,10.9802737204936,4.75480910348654e-28,2.14786614227246e-24,23.6679927879091
"NOXRED1",17.7040041712576,3.1154940212184,0.428483594120187,7.27097621465647,3.56898787502479e-13,1.07480069856372e-09,8.96867205997029
"LOC103345772",468.338884348435,1.70054700918348,0.314376618111867,5.40926681951379,6.32832876133875e-08,0.000163352246269471,3.78687488913021
"LOC108178646",23.2697885485274,1.82451656757214,0.348807452566907,5.23072702187225,1.68844681794456e-07,0.00035436610012218,3.45054783089914
"LOC103346795",377.661654622363,1.74241089145415,0.333634256191511,5.22251794927791,1.76506442033296e-07,0.00035436610012218,3.45054783089914
"LOC100342544",416.706758348184,-3.00523538638675,0.607926932684904,-4.94341544157972,7.67656545788511e-07,0.00126098055689569,2.89929160977744
"LOC108176065",12.7915247130696,2.06211870527995,0.420804089219128,4.90042458738117,9.56297602280961e-07,0.00132918010581651,2.87641616754287
"C16H1orf131",493.18874277183,1.10013885715579,0.224047921408027,4.91028370288808,9.0944720806287e-07,0.00132918010581651,2.87641616754287
"LOC108175467",13.3758610855646,-2.36156650906565,0.483492445903259,-4.88439173988289,1.03748626447062e-06,0.00133902423662283,2.87321156209457
"LOC103347627",2797.22372204384,1.29632165711129,0.270465882257234,4.79292118581668,1.64370210355224e-06,0.00198000355393902,2.70333403021588
"LOC100357294",719.20334488726,1.58505793320126,0.337060668419468,4.70258941998144,2.5688265656516e-06,0.00273036042439758,2.56378001962772
"LOC100339606",2661.33784863299,8.98137179411785,1.93027346138656,4.65290124626503,3.27297019355209e-06,0.00328551657929404,2.48339633694166
"LOC108175893",12.7702732217446,3.45262775205674,0.76080538768436,4.5381221110505,5.67573930555681e-06,0.00488356826248123,2.3112627373377
"LOC103351777",29.5272295847244,1.27367084331284,0.289324966924076,4.40221546330314,1.0715106567558e-05,0.00880051184405478,2.055492068238
"GRO-A",267.176975321089,-1.24573011811878,0.290176570381683,-4.29300724203962,1.76269254574364e-05,0.0138478659169747,1.85861715020198
"NLGN3",51.467467315895,-1.17385269942488,0.277933032361705,-4.22350912898047,2.40527623060221e-05,0.0181087234211464,1.74211216430179
"LOC108176303",10.4553575550503,4.7385916541039,1.16854552410399,4.05511942526786,5.01086949077929e-05,0.0329480263285929,1.4821705956458
"LOC100344475",14.2600655610959,2.08087416905125,0.513855536275942,4.0495314775276,5.13202749131134e-05,0.0329480263285929,1.4821705956458
"LOC100341218",5.15851742206715,2.20010923098461,0.55099401126602,3.99298211232715,6.52474922998799e-05,0.0368424043239541,1.43365203562628
"LOC103346420",6.31761107919931,-2.93186260243522,0.747306345865355,-3.92324060762555,8.73658212362988e-05,0.0472605649937637,1.32550109073989
